User ID,Initial Power Consumption,Resource Reduction,Updated Power Consumption,Bid Amount,Power Saved
854,64,697,0,3712,64
885,95,1264,251,9975,0
1285,95,1835,251,9975,0
464,74,1148,44,4884,30
424,34,47,0,1156,34
514,24,0,19,624,5
454,64,669,0,3712,64
15,25,51,36,875,0
135,45,374,26,2475,19
455,65,230,0,4875,65
515,25,153,58,875,0
505,15,35,18,375,0
575,85,1655,243,8075,0
615,25,38,30,875,0
655,65,720,0,4875,65
725,35,218,0,1575,35
795,105,582,256,12075,0
905,15,35,5,375,10
975,85,1140,50,8075,35
1035,45,124,131,2475,0
1085,95,1183,0,9975,95
1205,15,44,0,375,15
1115,25,153,75,875,0
1345,55,570,44,3575,11
1385,95,408,0,9975,95
1465,75,0,60,6375,15
1505,15,8,0,375,15
1535,45,208,83,2475,0
1595,105,1433,84,12075,21
1625,35,84,20,1575,15
1735,45,166,73,2475,0
1795,105,1299,0,12075,105
1835,45,457,36,2475,9
1905,15,52,0,375,15
26,36,194,21,2052,15
96,106,685,0,14946,106
146,56,205,33,4536,23
206,16,67,0,528,16
595,105,2553,62,12075,43
605,15,26,25,375,0
625,35,16,0,1575,35
685,95,1754,0,9975,95
1015,25,12,0,875,25
1055,65,316,119,4875,0
1125,35,151,103,1575,0
1235,45,499,54,2475,0
445,55,347,147,3575,0
1425,35,117,0,1575,35
1485,95,1428,0,9975,95
1615,25,25,0,875,25
1875,85,1324,15,8075,70
166,76,1011,45,7980,31
545,55,520,0,3575,55
935,45,499,54,2475,0
1475,85,441,0,8075,85
1675,85,699,68,8075,17
1765,75,229,90,6375,0
1815,25,38,36,875,0
435,45,499,0,2475,45
16,26,123,43,1170,0
46,56,462,0,4536,56
116,26,54,3,1170,23
485,95,816,173,9975,0
735,45,436,7,2475,38
915,25,0,20,875,5
965,75,688,0,6375,75
1065,75,1213,60,6375,15
1555,65,633,0,4875,65
1645,55,0,89,3575,0
1695,105,940,234,12075,0
745,55,322,171,3575,0
765,75,1049,0,6375,75
825,35,235,111,1575,0
1025,35,33,65,1575,0
1215,25,140,47,875,0
1295,105,1478,191,12075,0
1455,65,316,11,4875,54
1575,85,1545,137,8075,0
1605,15,35,18,375,0
1515,25,140,53,875,0
1685,95,938,212,9975,0
1715,25,0,9,875,16
1805,15,70,0,375,15
1865,75,0,199,6375,0
1925,35,117,0,1575,35
1955,65,892,119,4875,0
1995,105,2419,234,12075,0
6,16,0,0,528,16
56,66,475,39,6138,27
196,106,182,281,14946,0
276,86,829,139,10062,0
346,56,616,33,4536,23
775,85,919,243,8075,0
1395,105,2419,41,12075,64
816,26,41,3,1170,23
976,86,1658,157,10062,0
1056,66,712,163,6138,0
1435,45,416,64,2475,0
835,45,228,36,2475,9
985,95,530,291,9975,0
1045,55,24,32,3575,23
1105,15,17,47,375,0
1155,65,518,0,4875,65
1335,45,249,112,2475,0
1845,55,620,113,3575,0
226,36,35,13,2052,23
386,96,333,235,12384,0
646,56,359,0,4536,56
626,36,123,5,2052,31
796,106,1553,303,14946,0
966,76,674,0,7980,76
1086,96,792,0,12384,96
1895,105,448,126,12075,0
1186,96,375,255,12384,0
1336,46,43,85,3174,0
1426,36,300,0,2052,36
1476,86,1696,175,10062,0
1536,46,151,0,3174,46
755,65,777,187,4875,0
76,86,1621,15,10062,71
1365,75,491,0,6375,75
1495,105,940,126,12075,0
176,86,1130,0,10062,86
156,66,653,0,6138,66
376,86,942,0,10062,86
486,96,208,195,12384,0
955,65,979,0,4875,65
1445,55,49,89,3575,0
1006,16,9,0,528,16
855,65,720,0,4875,65
1585,95,530,0,9975,95
1075,85,919,190,8075,0
1165,75,98,137,6375,0
1265,75,262,0,6375,75
1325,35,16,103,1575,0
1275,85,1508,120,8075,0
1355,65,720,0,4875,65
1375,85,184,261,8075,0
1935,45,332,64,2475,0
1855,65,460,0,4875,65
1915,25,115,58,875,0
136,46,195,0,3174,46
216,26,178,0,1170,26
1755,65,259,52,4875,13
246,56,128,21,4536,35
286,96,708,0,12384,96
356,66,564,39,6138,27
416,26,95,43,1170,0
436,46,238,95,3174,0
606,16,67,0,528,16
686,96,2210,17,12384,79
706,16,19,27,528,0
736,46,325,0,3174,46
756,66,683,0,6138,66
1785,95,612,0,9975,95
666,76,640,0,7980,76
786,96,792,235,12384,0
826,36,265,29,2052,7
936,46,0,55,3174,0
906,16,38,43,528,0
1016,26,150,15,1170,11
1046,56,0,0,4536,56
1076,86,867,0,10062,86
1106,16,58,43,528,0
1066,76,606,91,7980,0
1126,36,230,21,2052,15
1166,76,1078,203,7980,0
1146,56,693,163,4536,0
1206,16,0,0,528,16
1256,66,504,107,6138,0
1306,16,58,0,528,16
1316,26,41,49,1170,0
1376,86,1658,229,10062,0
1406,16,67,19,528,0
1486,96,917,295,12384,0
1506,16,0,0,528,16
1516,26,150,73,1170,0
1526,36,283,0,2052,36
36,46,0,27,3174,19
1965,75,983,29,6375,46
186,96,125,295,12384,0
256,66,1009,205,6138,0
266,76,1044,187,7980,0
306,16,38,0,528,16
326,36,141,29,2052,7
406,16,0,47,528,0
426,36,17,59,2052,0
526,36,230,13,2052,23
636,46,390,27,3174,19
656,66,920,177,6138,0
995,105,1120,62,12075,43
1145,55,297,89,3575,0
1195,105,1523,19,12075,86
1255,65,921,187,4875,0
1565,75,1213,0,6375,75
1305,15,0,18,375,0
1405,15,52,5,375,10
1415,25,128,47,875,0
1276,86,1017,0,10062,86
1706,16,77,35,528,0
895,105,1164,0,12075,105
925,35,151,0,1575,35
1005,15,52,29,375,0
126,36,230,0,2052,36
1095,105,2419,0,12075,105
1135,45,124,17,2475,28
1245,55,272,0,3575,55
1175,85,515,0,8075,85
1225,35,100,0,1575,35
1825,35,33,0,1575,35
1315,25,102,0,875,25
66,76,842,171,7980,0
1545,55,520,89,3575,0
106,16,0,47,528,0
1156,66,564,0,6138,66
456,66,891,135,6138,0
1525,35,151,5,1575,30
1396,106,1371,149,14946,0
1436,46,390,17,3174,29
785,95,1305,56,9975,39
815,25,0,0,875,25
1665,75,295,0,6375,75
1745,55,520,124,3575,0
1975,85,184,102,8075,0
506,16,48,19,528,0
496,106,2147,0,14946,106
586,96,125,77,12384,19
676,86,226,0,10062,86
696,106,1919,41,14946,65
866,76,1145,45,7980,31
1176,86,791,247,10062,0
1216,26,150,55,1170,0
1296,106,137,0,14946,106
1326,36,70,115,2052,0
1366,76,1011,0,7980,76
1856,66,742,0,6138,66
1775,85,662,50,8075,35
476,86,716,157,10062,0
596,106,868,0,14946,106
896,106,1599,0,14946,106
1266,76,67,0,7980,76
1346,56,51,0,4536,56
1356,66,118,25,6138,41
1796,106,1873,0,14946,106
1655,65,403,0,4875,65
1635,45,332,64,2475,0
1725,35,33,0,1575,35
1885,95,1754,232,9975,0
1945,55,322,136,3575,0
1985,95,2121,56,9975,39
556,66,326,177,6138,0
726,36,265,75,2052,0
766,76,1213,91,7980,0
776,86,1357,247,10062,0
806,16,67,27,528,0
1026,36,88,99,2052,0
1136,46,282,0,3174,46
1196,106,2056,19,14946,87
86,96,834,57,12384,39
236,46,477,7,3174,39
366,76,1179,235,7980,0
716,26,164,55,1170,0
916,26,27,0,1170,26
1036,46,238,0,3174,46
1236,46,260,0,3174,46
1496,106,1828,193,14946,0
1676,86,1093,229,10062,0
1896,106,2604,281,14946,0
1886,96,1584,115,12384,0
1916,26,191,3,1170,23
316,26,150,0,1170,26
926,36,159,99,2052,0
996,106,2010,0,14946,106
986,96,1793,0,12384,96
1096,106,2559,0,14946,106
1116,26,123,31,1170,0
1226,36,318,59,2052,0
1286,96,1209,155,12384,0
1386,96,1084,115,12384,0
1446,56,514,0,4536,56
1466,76,202,203,7980,0
1576,86,527,0,10062,86
1636,46,238,0,3174,46
1626,36,247,0,2052,36
1616,26,164,21,1170,5
1546,56,334,127,4536,0
296,106,2422,0,14946,106
1716,26,191,0,1170,26
1646,56,693,0,4536,56
1666,76,101,123,7980,0
1756,66,237,0,6138,66
1806,16,9,27,528,0
1846,56,462,67,4536,0
1786,96,166,135,12384,0
1816,26,27,0,1170,26
1836,46,130,0,3174,46
1926,36,159,51,2052,0
946,56,154,45,4536,11
1456,66,148,11,6138,55
1976,86,490,33,10062,53
1986,96,2001,0,12384,96
336,46,217,27,3174,19
396,106,502,303,14946,0
466,76,1280,0,7980,76
516,26,178,0,1170,26
616,26,123,0,1170,26
746,56,591,0,4536,56
856,66,861,177,6138,0
956,66,0,79,6138,0
876,86,678,0,10062,86
536,46,412,0,3174,46
576,86,1017,15,10062,71
836,46,43,95,3174,0
846,56,308,67,4536,0
886,96,375,235,12384,0
1246,56,77,0,4536,56
1416,26,13,43,1170,0
1866,76,674,123,7980,0
1696,106,1096,0,14946,106
1956,66,534,149,6138,0
1746,56,0,115,4536,0
566,76,370,139,7980,0
546,56,385,127,4536,0
1586,96,2126,17,12384,79
1876,86,1507,193,10062,0
1686,96,667,57,12384,39
1596,106,2285,171,14946,0
1726,36,336,99,2052,0
1736,46,303,105,3174,0
1766,76,1213,171,7980,0
1826,36,123,0,2052,36
1776,86,527,15,10062,71
127,37,93,0,2590,37
167,77,276,109,9702,0
257,67,948,25,7504,42
1556,66,237,0,6138,66
297,107,1304,0,17976,107
267,77,553,222,9702,0
1656,66,178,107,6138,0
437,47,135,37,3948,10
1566,76,1314,13,7980,63
1606,16,58,0,528,16
1906,16,19,51,528,0
107,17,10,0,714,17
67,77,518,29,9702,48
1936,46,151,0,3174,46
77,87,1080,0,12180,87
97,107,2609,85,17976,22
157,67,367,11,7504,56
147,57,478,81,5586,0
187,97,1150,278,14938,0
227,37,18,94,2590,0
57,67,489,95,7504,0
1996,106,1416,149,14946,0
277,87,1582,141,12180,0
237,47,293,128,3948,0
287,97,85,218,14938,0
247,57,212,179,5586,0
317,27,146,0,1512,27
307,17,10,0,714,17
1946,56,205,163,4536,0
1966,76,741,171,7980,0
27,37,260,13,2590,24
327,37,130,0,2590,37
337,47,339,77,3948,0
427,37,279,0,2590,37
617,27,73,39,1512,0
947,57,665,45,5586,12
1057,67,887,0,7504,67
887,97,2044,198,14938,0
17,27,0,70,1512,0
977,87,1196,232,12180,0
1387,97,724,0,14938,97
1627,37,167,94,2590,0
1547,57,505,179,5586,0
1537,47,406,77,3948,0
1897,107,2236,218,17976,0
1807,17,95,0,714,17
1977,87,694,178,12180,0
1917,27,131,0,1512,27
1967,77,1107,125,9702,0
37,47,67,27,3948,20
357,67,1009,209,7504,0
447,57,0,21,5586,36
487,97,1278,57,14938,40
507,17,42,0,714,17
907,17,21,25,714,0
787,97,1491,57,14938,40
537,47,135,138,3948,0
867,77,691,0,9702,77
577,87,694,33,12180,54
857,67,183,95,7504,0
987,97,85,117,14938,0
647,57,691,105,5586,0
687,97,724,0,14938,97
1007,17,0,29,714,0
667,77,934,0,9702,77
1027,37,186,110,2590,0
1047,57,345,45,5586,12
797,107,2097,195,17976,0
1097,107,2050,0,17976,107
1017,27,189,3,1512,24
837,47,565,87,3948,0
1167,77,1349,0,9702,77
937,47,339,77,3948,0
1107,17,74,46,714,0
1197,107,2656,173,17976,0
1277,87,1698,0,12180,87
1287,97,2130,278,14938,0
1037,47,429,37,3948,10
1227,37,260,21,2590,16
1577,87,424,214,12180,0
967,77,207,13,9702,64
1447,57,212,0,5586,57
1467,77,1280,0,9702,77
1657,67,1071,25,7504,42
87,97,2172,0,14938,97
1497,107,1211,195,17976,0
1647,57,824,179,5586,0
1117,27,102,0,1512,27
1307,17,84,5,714,12
1407,17,53,33,714,0
1887,97,511,0,14938,97
1667,77,899,206,9702,0
1687,97,1704,17,14938,80
1707,17,63,54,714,0
1787,97,511,117,14938,0
1727,37,55,29,2590,8
1817,27,131,0,1512,27
1957,67,1009,152,7504,0
1907,17,84,9,714,8
1827,37,186,86,2590,0
1867,77,1453,174,9702,0
1997,107,699,41,17976,66
68,78,1384,160,11544,0
18,28,31,9,1904,19
1947,57,26,130,5586,0
177,87,347,33,12180,54
8,18,80,5,936,13
1987,97,2172,57,14938,40
117,27,189,64,1512,0
137,47,0,98,3948,0
7,17,31,54,714,0
217,27,131,9,1512,18
457,67,642,194,7504,0
47,57,824,166,5586,0
207,17,21,1,714,16
607,17,42,0,714,17
347,57,691,154,5586,0
847,57,319,0,5586,57
467,77,1141,141,9702,0
817,27,58,39,1512,0
957,67,918,0,7504,67
367,77,138,222,9702,0
377,87,656,269,12180,0
387,97,1874,77,14938,20
477,87,1428,33,12180,54
1317,27,160,82,1512,0
1427,37,334,86,2590,0
1697,107,233,0,17976,107
258,68,378,0,8976,68
567,77,622,0,9702,77
597,107,838,19,17976,88
637,47,452,7,3948,40
657,67,306,53,7504,14
697,107,605,329,17976,0
417,27,0,76,1512,0
757,67,428,11,7504,56
747,57,212,105,5586,0
767,77,1349,239,9702,0
777,87,1737,0,12180,87
877,87,810,0,12180,87
917,27,43,0,1512,27
927,37,186,0,2590,37
997,107,1071,63,17976,44
1217,27,102,39,1512,0
1067,77,795,141,9702,0
1257,67,122,166,7504,0
897,107,2423,0,17976,107
1077,87,1428,15,12180,72
1087,97,1107,278,14938,0
677,87,1737,232,12180,0
1177,87,1158,0,12180,87
1187,97,1959,137,14938,0
727,37,241,45,2590,0
1207,17,21,33,714,0
1237,47,497,0,3948,47
1247,57,665,9,5586,48
1357,67,581,152,7504,0
1267,77,1141,29,9702,48
1377,87,1428,159,12180,0
1397,107,2050,0,17976,107
1297,107,1398,195,17976,0
1437,47,406,0,3948,47
1457,67,1101,209,7504,0
1587,97,2130,77,14938,20
407,17,10,0,714,17
197,107,1770,63,17976,44
737,47,293,138,3948,0
587,97,1959,258,14938,0
517,27,73,51,1512,0
557,67,673,180,7504,0
807,17,10,0,714,17
627,37,148,0,2590,37
717,27,102,89,1512,0
497,107,1537,218,17976,0
1367,77,207,0,9702,77
1567,77,172,61,9702,16
527,37,241,45,2590,0
1757,67,0,81,7504,0
1767,77,518,125,9702,0
1937,47,452,0,3948,47
547,57,505,33,5586,24
1327,37,111,78,2590,0
1147,57,638,154,5586,0
397,107,1724,85,17976,22
707,17,31,0,714,17
827,37,148,0,2590,37
1347,57,532,130,5586,0
1137,47,542,128,3948,0
1507,17,53,50,714,0
1737,47,248,0,3948,47
1837,47,67,67,3948,0
98,108,1235,0,21168,108
788,98,1087,159,17640,0
838,48,587,38,4800,10
1157,67,550,180,7504,0
1487,97,724,57,14938,40
1417,27,175,0,1512,27
1847,57,691,0,5586,57
1717,27,204,0,1512,27
378,88,1027,125,14432,0
78,88,39,125,14432,0
688,98,217,118,17640,0
28,38,370,46,3192,0
118,28,31,41,1904,0
178,88,158,0,14432,88
508,18,11,5,936,13
458,68,535,169,8976,0
818,28,201,86,1904,0
1127,37,130,0,2590,37
808,18,57,14,936,4
858,68,252,155,8976,0
1078,88,158,0,14432,88
1118,28,186,0,1904,28
1148,58,605,0,6728,58
1337,47,452,0,3948,47
1527,37,372,21,2590,16
1517,27,189,0,1512,27
1617,27,189,0,1512,27
1677,87,386,0,12180,87
1607,17,31,0,714,17
1477,87,1505,232,12180,0
1747,57,452,0,5586,57
1857,67,1009,180,7504,0
1797,107,1118,262,17976,0
48,58,302,95,6728,0
188,98,1653,303,17640,0
638,48,94,38,4800,10
1927,37,204,102,2590,0
1877,87,463,51,12180,36
58,68,126,39,8976,29
1557,67,520,11,7504,56
1597,107,605,129,17976,0
1637,47,180,0,3948,47
1777,87,1003,105,12180,0
38,48,470,153,4800,0
278,88,987,106,14432,0
338,48,352,0,4800,48
558,68,693,140,8976,0
618,28,155,0,1904,28
778,88,1659,125,14432,0
848,58,550,133,6728,0
218,28,186,80,1904,0
1598,108,2327,0,21168,108
1518,28,0,80,1904,0
289,99,932,223,20493,0
538,48,258,0,4800,48
678,88,1698,217,14432,0
148,58,330,33,6728,25
328,38,292,30,3192,8
448,58,137,95,6728,0
648,58,330,108,6728,0
1088,98,391,0,17640,98
1168,78,1207,193,11544,0
1218,28,155,0,1904,28
1248,58,110,0,6728,58
1308,18,23,31,936,0
1398,108,142,0,21168,108
1718,28,232,0,1904,28
179,89,1898,0,16821,89
319,29,262,76,2349,0
359,69,97,0,10557,69
158,68,441,155,8976,0
348,58,577,170,6728,0
388,98,1174,0,17640,98
468,78,1242,226,11544,0
588,98,2218,241,17640,0
698,108,2470,0,21168,108
878,88,237,70,14432,18
988,98,1914,0,17640,98
1408,18,0,45,936,0
1278,88,1777,0,14432,88
1478,88,790,199,14432,0
1648,58,440,133,6728,0
1708,18,69,0,936,18
1738,48,188,0,4800,48
1788,98,1870,221,17640,0
1818,28,31,0,1904,28
1858,68,315,155,8976,0
1878,88,1224,0,14432,88
1898,108,1377,0,21168,108
1938,48,211,58,4800,0
1958,68,315,184,8976,0
108,18,23,45,936,0
1908,18,46,0,936,18
9,19,49,23,1197,0
1988,98,2044,282,17640,0
49,59,766,123,7965,0
69,79,364,0,13509,79
109,19,24,0,1197,19
169,79,1164,0,13509,79
99,109,2032,0,24525,109
219,29,65,97,2349,0
259,69,162,98,10557,0
309,19,99,67,1197,0
228,38,312,114,3192,0
248,58,55,145,6728,0
358,68,819,140,8976,0
568,78,142,0,11544,78
288,98,522,78,17640,20
598,108,760,243,21168,0
738,48,117,111,4800,0
268,78,1349,193,11544,0
708,18,0,31,936,0
198,108,1425,333,21168,0
298,108,95,0,21168,108
308,18,34,63,936,0
418,28,0,86,1904,0
398,108,285,0,21168,108
438,48,376,0,4800,48
488,98,1392,57,17640,41
238,48,0,0,4800,48
498,108,332,63,21168,45
548,58,385,8,6728,50
868,78,1029,127,11544,0
908,18,0,0,936,18
269,79,1383,0,13509,79
938,48,517,90,4800,0
1828,38,312,4,3192,34
948,58,797,183,6728,0
978,88,1145,125,14432,0
1048,58,165,0,6728,58
998,108,2470,288,21168,0
1018,28,46,60,1904,0
768,78,852,144,11544,0
1038,48,587,17,4800,31
1008,18,80,31,936,0
1028,38,136,21,3192,17
1058,68,724,0,8976,68
1138,48,611,121,4800,0
1108,18,46,0,936,18
1238,48,470,27,4800,21
1268,78,1171,0,11544,78
1358,68,252,0,8976,68
1448,58,55,133,6728,0
168,78,142,0,11544,78
1558,68,913,140,8976,0
1728,38,351,106,3192,0
758,68,756,0,8976,68
1838,48,493,69,4800,0
1868,78,1029,0,11544,78
39,49,488,92,5733,0
209,19,74,0,1197,19
199,109,774,18,24525,91
159,69,324,0,10557,69
189,99,1287,0,20493,99
828,38,39,80,3192,0
29,39,102,127,3861,0
138,48,517,0,4800,48
318,28,46,0,1904,28
368,78,1242,177,11544,0
408,18,11,0,936,18
1468,78,710,127,11544,0
1618,28,15,0,1904,28
518,28,201,0,1904,28
528,38,156,97,3192,0
578,88,434,254,14432,0
608,18,92,0,936,18
628,38,292,72,3192,0
658,68,441,0,8976,68
668,78,248,0,11544,78
718,28,77,67,1904,0
748,58,605,21,6728,37
728,38,97,0,3192,38
888,98,1566,180,17640,0
928,38,195,114,3192,0
88,98,217,200,17640,0
798,108,2090,18,21168,90
918,28,124,54,1904,0
898,108,1140,288,21168,0
958,68,598,213,8976,0
208,18,0,49,936,0
1068,78,461,210,11544,0
1178,88,1659,106,14432,0
1198,108,1377,310,21168,0
1298,108,1282,0,21168,108
1458,68,598,184,8976,0
1488,98,565,118,17640,0
968,78,887,193,11544,0
1538,48,423,111,4800,0
128,38,214,0,3192,38
1608,18,11,0,936,18
1668,78,958,127,11544,0
428,38,97,97,3192,0
1528,38,351,89,3192,0
1098,108,380,153,21168,0
1208,18,103,49,936,0
1258,68,220,54,8976,14
1328,38,370,21,3192,17
1428,38,370,0,3192,38
1508,18,80,36,936,0
1628,38,117,46,3192,0
1778,88,632,0,14432,88
1968,78,1136,94,11544,0
1978,88,869,0,14432,88
329,39,224,0,3861,39
389,99,1909,0,20493,99
429,39,122,0,3861,39
449,59,795,84,7965,0
599,109,242,314,24525,0
1158,68,598,82,8976,0
949,59,596,174,7965,0
1079,89,606,107,16821,0
1418,28,139,93,1904,0
19,29,196,63,2349,0
478,88,1224,162,14432,0
439,49,24,0,5733,49
459,69,453,40,10557,29
489,99,1465,244,20493,0
509,19,0,47,1197,0
539,49,536,124,5733,0
589,99,44,203,20493,0
639,49,390,28,5733,21
659,69,583,0,10557,69
579,89,686,164,16821,0
699,109,532,245,24525,0
709,19,49,0,1197,19
759,69,453,143,10557,0
729,39,428,22,3861,17
789,99,1420,286,20493,0
779,89,1131,33,16821,56
839,49,97,39,5733,10
889,99,666,0,20493,99
1019,29,82,9,2349,20
1188,98,957,139,17640,0
1099,109,387,0,24525,109
1139,49,488,28,5733,21
1228,38,58,0,3192,38
1338,48,211,79,4800,0
1368,78,0,0,11544,78
1568,78,1526,29,11544,49
1638,48,423,0,4800,48
1678,88,39,33,14432,55
1758,68,945,97,8976,0
1808,18,69,40,936,0
1998,108,760,130,21168,0
59,69,194,55,10557,14
349,59,170,0,7965,59
89,99,1198,0,20493,99
1128,38,19,21,3192,17
1768,78,426,177,11544,0
1928,38,156,13,3192,25
1318,28,186,86,1904,0
1388,98,1044,0,17640,98
1378,88,1501,125,14432,0
1888,98,1174,0,17640,98
79,89,242,0,16821,89
149,59,454,0,7965,59
229,39,142,118,3861,0
299,109,0,0,24525,109
409,19,49,67,1197,0
739,49,146,17,5733,32
1009,19,86,0,1197,19
1169,79,1274,0,13509,79
1329,39,367,0,3861,39
1438,48,352,38,4800,10
1688,98,913,159,17640,0
1288,98,1087,221,17640,0
1948,58,522,0,6728,58
1149,59,710,47,7965,12
1059,69,939,25,10557,44
1259,69,324,0,10557,69
1269,79,691,12,13509,67
1289,99,399,16,20493,83
1359,69,226,40,10557,29
1539,49,610,124,5733,0
649,59,198,161,7965,0
769,79,873,213,13509,0
809,19,37,0,1197,19
1348,58,110,46,6728,12
829,39,244,56,3861,0
859,69,388,10,10557,59
879,89,1737,0,16821,89
1119,29,180,0,2349,29
1039,49,244,0,5733,49
1109,19,111,43,1197,0
1199,109,1597,291,24525,0
1279,89,363,258,16821,0
1309,19,12,62,1197,0
1399,109,2855,200,24525,0
1349,59,653,135,7965,0
1559,69,550,55,10557,14
1498,108,2090,18,21168,90
1588,98,2088,0,17640,98
1578,88,1106,217,14432,0
1658,68,1102,97,8976,0
1548,58,0,33,6728,25
1698,108,2517,0,21168,108
1798,108,1472,333,21168,0
1748,58,357,0,6728,58
1848,58,770,0,6728,58
1918,28,15,86,1904,0
1179,89,202,0,16821,89
1229,39,40,0,3861,39
1189,99,932,203,20493,0
119,29,246,42,2349,0
1339,49,536,146,5733,0
1419,29,180,56,2349,0
1379,89,808,0,16821,89
1429,39,81,0,3861,39
1479,89,1414,277,16821,0
1509,19,0,0,1197,19
239,49,24,0,5733,49
139,49,268,70,5733,0
249,59,738,148,7965,0
419,29,114,0,2349,29
499,109,48,154,24525,0
719,29,16,2,2349,27
129,39,142,0,3861,39
279,89,0,0,16821,89
379,89,202,220,16821,0
1689,99,799,307,20493,0
339,49,146,146,5733,0
519,29,82,83,2349,0
689,99,2308,307,20493,0
959,69,1231,217,10557,0
1129,39,163,0,3861,39
1299,109,484,0,24525,109
1449,59,56,34,7965,25
369,79,910,63,13509,16
1949,59,312,0,7965,59
399,109,2129,268,24525,0
609,19,12,67,1197,0
749,59,766,148,7965,0
909,19,49,38,1197,0
899,109,774,0,24525,109
939,49,439,39,5733,10
989,99,2175,58,20493,41
1069,79,509,179,13509,0
979,89,363,239,16821,0
1159,69,194,0,10557,69
1219,29,0,0,2349,29
1249,59,170,0,7965,59
1319,29,16,0,2349,29
1389,99,1598,140,20493,0
1409,19,12,52,1197,0
1499,109,484,64,24525,45
1589,99,2086,37,20493,62
1599,109,48,314,24525,0
1529,39,224,4,3861,35
1849,59,511,0,7965,59
1899,109,2710,0,24525,109
1859,69,162,157,10557,0
1959,69,453,143,10557,0
1989,99,2042,265,20493,0
469,79,1419,46,13509,33
479,89,1373,183,16821,0
559,69,972,187,10557,0
619,29,16,35,2349,0
679,89,121,220,16821,0
669,79,1092,46,13509,33
819,29,164,0,2349,29
569,79,109,95,13509,0
969,79,691,0,13509,79
1369,79,291,0,13509,79
1459,69,550,202,10557,0
799,109,1790,64,24525,45
849,59,170,135,7965,0
929,39,40,0,3861,39
919,29,262,90,2349,0
1649,59,56,0,7965,59
1049,59,284,0,7965,59
1029,39,244,0,3861,39
1089,99,666,79,20493,20
1239,49,219,0,5733,49
1209,19,86,0,1197,19
1439,49,463,0,5733,49
1489,99,666,0,20493,99
1519,29,246,23,2349,6
1569,79,837,247,13509,0
1749,59,823,47,7965,12
1769,79,327,179,13509,0
549,59,852,0,7965,59
1669,79,1237,12,13509,67
629,39,81,22,3861,17
869,79,1383,46,13509,33
529,39,428,0,3861,39
999,109,2516,64,24525,45
1469,79,182,163,13509,0
1709,19,124,0,1197,19
1579,89,1010,220,16821,0
1639,49,268,113,5733,0
1819,29,32,0,2349,29
1839,49,414,103,5733,0
1869,79,764,12,13509,67
1759,69,32,55,10557,14
1659,69,1134,0,10557,69
1889,99,710,0,20493,99
1909,19,111,43,1197,0
1939,49,244,59,5733,0
1629,39,428,65,3861,0
1809,19,0,28,1197,0
1979,89,1818,52,16821,37
1679,89,1818,0,16821,89
1719,29,32,0,2349,29
1699,109,2081,87,24525,22
1619,29,16,0,2349,29
1799,109,1742,0,24525,109
1609,19,37,15,1197,4
1729,39,265,74,3861,0
1789,99,1420,286,20493,0
1779,89,1656,0,16821,89
1739,49,610,81,5733,0
1829,39,183,118,3861,0
1879,89,525,183,16821,0
1969,79,582,0,13509,79
1999,109,2032,314,24525,0
1549,59,653,135,7965,0
1919,29,164,56,2349,0
1929,39,81,65,3861,0
